IP:PORT, LOSS, DELAY
188.114.99.137:8742,20.00%,406 ms
188.114.97.19:1002,20.00%,406 ms
188.114.99.11:1387,20.00%,406 ms
188.114.98.9:4198,20.00%,406 ms
188.114.98.136:891,20.00%,406 ms
188.114.99.228:864,20.00%,406 ms
162.159.192.195:4233,20.00%,406 ms
162.159.195.219:4177,20.00%,406 ms
162.159.192.175:864,20.00%,406 ms
188.114.97.159:7152,20.00%,406 ms
188.114.98.254:7152,20.00%,406 ms
188.114.97.229:891,20.00%,406 ms
188.114.99.69:878,20.00%,406 ms
162.159.195.184:894,20.00%,406 ms
188.114.98.9:8886,20.00%,406 ms
188.114.98.97:1002,20.00%,406 ms
188.114.99.74:5956,20.00%,406 ms
188.114.99.136:8742,20.00%,406 ms
162.159.192.216:864,20.00%,406 ms
188.114.98.204:7103,20.00%,406 ms
162.159.192.57:4198,20.00%,407 ms
162.159.192.174:946,20.00%,407 ms
162.159.192.200:1018,20.00%,407 ms
162.159.192.197:903,20.00%,407 ms
188.114.98.96:8886,20.00%,407 ms
188.114.96.21:946,20.00%,407 ms
188.114.96.57:4177,20.00%,407 ms
188.114.99.119:7152,20.00%,407 ms
188.114.96.244:859,20.00%,407 ms
188.114.96.100:859,20.00%,407 ms
188.114.96.35:943,20.00%,407 ms
188.114.99.167:8742,20.00%,407 ms
162.159.195.75:5279,20.00%,407 ms
162.159.195.246:4198,20.00%,407 ms
162.159.192.126:880,20.00%,407 ms
188.114.98.231:908,20.00%,407 ms
162.159.192.183:1002,20.00%,407 ms
162.159.195.134:2408,20.00%,407 ms
188.114.99.181:987,20.00%,407 ms
162.159.195.94:1074,20.00%,407 ms
188.114.99.132:942,20.00%,407 ms
188.114.97.229:1070,20.00%,407 ms
162.159.192.95:988,20.00%,407 ms
162.159.195.59:7156,20.00%,407 ms
188.114.98.234:908,20.00%,407 ms
188.114.99.11:3476,20.00%,408 ms
188.114.99.252:878,20.00%,408 ms
188.114.98.246:987,20.00%,408 ms
188.114.98.50:7152,20.00%,408 ms
162.159.195.88:987,20.00%,408 ms
162.159.195.165:934,20.00%,408 ms
188.114.96.213:3476,20.00%,408 ms
162.159.195.94:3476,20.00%,408 ms
188.114.96.189:894,20.00%,408 ms
188.114.96.21:864,20.00%,408 ms
162.159.195.173:7156,20.00%,408 ms
188.114.98.138:8742,20.00%,408 ms
162.159.192.224:7152,20.00%,408 ms
188.114.96.233:890,20.00%,408 ms
162.159.192.190:4233,20.00%,408 ms
162.159.192.95:4198,20.00%,408 ms
188.114.98.141:891,20.00%,408 ms
162.159.195.64:7156,20.00%,408 ms
162.159.195.0:7103,20.00%,408 ms
188.114.96.219:890,20.00%,408 ms
162.159.192.64:988,20.00%,408 ms
188.114.97.112:880,20.00%,408 ms
188.114.99.194:7103,20.00%,409 ms
162.159.192.73:988,20.00%,409 ms
188.114.96.96:7559,20.00%,409 ms
188.114.97.132:1070,20.00%,409 ms
188.114.96.139:500,20.00%,409 ms
188.114.99.79:3138,20.00%,409 ms
188.114.98.18:968,20.00%,409 ms
188.114.97.73:4233,20.00%,409 ms
188.114.99.27:1387,20.00%,409 ms
188.114.99.121:7152,20.00%,409 ms
162.159.195.155:7559,20.00%,410 ms
162.159.192.239:4500,20.00%,410 ms
188.114.96.65:928,20.00%,410 ms
188.114.99.41:942,20.00%,410 ms
188.114.98.221:500,20.00%,410 ms
162.159.192.218:7152,20.00%,410 ms
162.159.195.47:903,20.00%,410 ms
188.114.98.208:7103,20.00%,411 ms
188.114.97.15:968,20.00%,411 ms
188.114.98.200:859,20.00%,411 ms
162.159.192.199:903,20.00%,411 ms
188.114.97.52:943,20.00%,411 ms
188.114.99.165:8742,20.00%,411 ms
188.114.99.97:945,20.00%,411 ms
188.114.99.215:864,20.00%,411 ms
162.159.192.233:7156,20.00%,411 ms
188.114.97.62:8319,20.00%,412 ms
188.114.98.171:8854,20.00%,412 ms
188.114.98.87:8742,20.00%,412 ms
162.159.195.165:7156,20.00%,412 ms
162.159.192.221:934,20.00%,412 ms
188.114.99.67:878,20.00%,412 ms
188.114.98.59:4233,20.00%,412 ms
162.159.195.69:5279,20.00%,413 ms
188.114.99.218:854,20.00%,413 ms
188.114.99.105:8742,20.00%,413 ms
188.114.98.175:8854,20.00%,413 ms
162.159.195.122:946,20.00%,413 ms
162.159.195.159:4500,20.00%,413 ms
188.114.97.61:943,20.00%,413 ms
188.114.97.59:4177,20.00%,413 ms
188.114.96.198:943,20.00%,413 ms
162.159.195.61:1018,20.00%,413 ms
188.114.98.109:8886,20.00%,413 ms
188.114.97.152:8854,20.00%,413 ms
188.114.98.220:894,20.00%,413 ms
162.159.192.82:4198,20.00%,413 ms
162.159.195.122:8886,20.00%,413 ms
162.159.195.143:2408,20.00%,414 ms
188.114.97.202:939,20.00%,414 ms
162.159.192.229:7152,20.00%,414 ms
188.114.98.20:955,20.00%,414 ms
188.114.97.48:4177,20.00%,414 ms
188.114.97.35:955,20.00%,414 ms
188.114.99.105:7103,20.00%,414 ms
188.114.99.83:3138,20.00%,414 ms
188.114.96.64:1070,20.00%,414 ms
162.159.192.215:864,20.00%,414 ms
188.114.96.46:4198,20.00%,414 ms
162.159.195.117:946,20.00%,414 ms
162.159.195.125:8886,20.00%,414 ms
188.114.98.113:7152,20.00%,414 ms
188.114.97.98:1018,20.00%,414 ms
188.114.99.252:1018,20.00%,414 ms
188.114.96.81:7156,20.00%,414 ms
188.114.96.48:4198,20.00%,414 ms
162.159.192.108:894,20.00%,415 ms
188.114.99.234:942,20.00%,415 ms
188.114.96.176:908,20.00%,415 ms
188.114.96.68:1070,20.00%,415 ms
188.114.99.143:864,20.00%,415 ms
188.114.97.8:968,20.00%,415 ms
188.114.96.199:942,20.00%,415 ms
162.159.195.162:7559,20.00%,415 ms
162.159.195.153:7559,20.00%,415 ms
162.159.195.14:928,20.00%,415 ms
188.114.96.208:943,20.00%,415 ms
188.114.99.63:878,20.00%,415 ms
188.114.98.224:908,20.00%,415 ms
188.114.99.165:2506,20.00%,415 ms
188.114.99.64:7103,20.00%,415 ms
188.114.96.24:946,20.00%,415 ms
188.114.97.228:891,20.00%,415 ms
162.159.195.144:2408,20.00%,415 ms
188.114.99.81:3138,20.00%,415 ms
188.114.96.165:4198,20.00%,415 ms
162.159.195.27:3476,20.00%,415 ms
188.114.99.201:3138,20.00%,415 ms
188.114.99.227:864,20.00%,415 ms
162.159.195.138:943,20.00%,416 ms
162.159.195.225:878,20.00%,416 ms
188.114.96.42:943,20.00%,416 ms
162.159.192.82:988,20.00%,416 ms
188.114.98.199:968,20.00%,416 ms
188.114.97.203:903,20.00%,416 ms
188.114.96.238:859,20.00%,416 ms
162.159.195.177:7156,20.00%,416 ms
162.159.192.161:891,20.00%,416 ms
188.114.98.39:878,20.00%,416 ms
162.159.195.172:934,20.00%,416 ms
188.114.99.204:3138,20.00%,416 ms
188.114.97.38:955,20.00%,416 ms
188.114.99.199:3138,20.00%,416 ms
188.114.97.113:934,20.00%,416 ms
188.114.99.32:1387,20.00%,416 ms
188.114.98.7:8886,20.00%,416 ms
188.114.99.85:5956,20.00%,416 ms
162.159.195.22:3476,20.00%,416 ms
188.114.99.73:878,20.00%,416 ms
188.114.96.226:890,20.00%,416 ms
188.114.96.138:3854,20.00%,416 ms
188.114.97.155:1070,20.00%,416 ms
188.114.99.101:7103,20.00%,416 ms
188.114.97.76:908,20.00%,416 ms
188.114.96.167:500,20.00%,416 ms
188.114.96.40:943,20.00%,416 ms
188.114.98.71:1002,20.00%,417 ms
188.114.98.77:878,20.00%,417 ms
188.114.96.24:864,20.00%,417 ms
188.114.98.228:908,20.00%,417 ms
188.114.97.95:3476,20.00%,417 ms
188.114.97.70:8319,20.00%,417 ms
188.114.98.66:4233,20.00%,417 ms
188.114.99.5:7152,20.00%,417 ms
188.114.97.1:1014,20.00%,417 ms
162.159.195.61:7156,20.00%,417 ms
188.114.98.120:7152,20.00%,417 ms
162.159.192.167:946,20.00%,417 ms
188.114.96.38:3138,20.00%,417 ms
188.114.96.67:1070,20.00%,417 ms
188.114.99.31:1387,20.00%,417 ms
162.159.192.146:3138,20.00%,417 ms
188.114.98.51:1074,20.00%,417 ms
188.114.97.66:8319,20.00%,418 ms
188.114.96.175:7281,20.00%,418 ms
162.159.195.53:903,20.00%,418 ms
188.114.98.167:1070,20.00%,418 ms
162.159.195.31:3476,20.00%,418 ms
188.114.99.83:5956,20.00%,418 ms
188.114.98.31:955,20.00%,418 ms
188.114.96.84:894,20.00%,418 ms
162.159.192.248:1701,20.00%,418 ms
162.159.195.58:1018,20.00%,418 ms
188.114.97.78:3476,20.00%,418 ms
188.114.99.116:7152,20.00%,418 ms
162.159.195.71:5279,20.00%,418 ms
188.114.97.58:4177,20.00%,418 ms
188.114.97.232:891,20.00%,418 ms
188.114.97.94:3476,20.00%,419 ms
188.114.98.226:908,20.00%,419 ms
188.114.96.32:943,20.00%,419 ms
188.114.97.37:2408,20.00%,419 ms
188.114.96.90:939,20.00%,419 ms
162.159.195.27:7559,20.00%,419 ms
188.114.97.29:2371,20.00%,419 ms
162.159.192.230:934,20.00%,419 ms
188.114.99.164:4177,20.00%,419 ms
188.114.96.45:1180,20.00%,419 ms
188.114.99.212:854,20.00%,419 ms
188.114.96.173:7281,20.00%,419 ms
188.114.98.70:5279,20.00%,419 ms
188.114.98.102:1002,20.00%,419 ms
188.114.97.33:2408,20.00%,419 ms
188.114.96.175:908,20.00%,419 ms
188.114.98.189:968,20.00%,419 ms
188.114.99.234:2408,20.00%,419 ms
162.159.192.140:880,20.00%,419 ms
162.159.195.239:1018,20.00%,419 ms
188.114.98.36:4177,20.00%,420 ms
162.159.195.227:878,20.00%,420 ms
188.114.98.111:988,20.00%,420 ms
162.159.192.116:1010,20.00%,420 ms
188.114.96.18:1018,20.00%,420 ms
162.159.192.54:4198,20.00%,420 ms
188.114.96.224:890,20.00%,420 ms
188.114.97.202:903,20.00%,420 ms
162.159.195.36:854,20.00%,420 ms
162.159.192.131:880,20.00%,420 ms
188.114.99.114:7152,20.00%,420 ms
162.159.195.65:7156,20.00%,420 ms
188.114.96.216:3476,20.00%,420 ms
188.114.98.36:878,20.00%,420 ms
162.159.192.254:1014,20.00%,420 ms
188.114.96.8:1018,20.00%,421 ms
188.114.96.234:4198,20.00%,421 ms
162.159.192.129:5279,20.00%,421 ms
188.114.99.133:942,20.00%,421 ms
188.114.97.125:2408,20.00%,421 ms
188.114.99.196:3138,20.00%,421 ms
188.114.96.36:3138,20.00%,421 ms
188.114.97.114:934,20.00%,421 ms
188.114.97.30:2371,20.00%,421 ms
162.159.192.54:988,20.00%,421 ms
162.159.195.85:968,20.00%,421 ms
188.114.99.137:942,20.00%,421 ms
188.114.99.164:1010,20.00%,421 ms
162.159.192.147:3138,20.00%,421 ms
188.114.97.73:8319,20.00%,421 ms
188.114.96.142:500,20.00%,421 ms
188.114.99.203:2371,20.00%,421 ms
188.114.98.32:878,20.00%,421 ms
188.114.99.199:2371,20.00%,421 ms
188.114.99.239:942,20.00%,421 ms
162.159.192.170:946,20.00%,421 ms
188.114.98.66:5279,20.00%,421 ms
188.114.99.17:1387,20.00%,421 ms
162.159.192.250:2408,20.00%,421 ms
188.114.96.74:934,20.00%,421 ms
188.114.99.187:987,20.00%,421 ms
188.114.97.104:1018,20.00%,421 ms
162.159.195.209:4177,20.00%,421 ms
188.114.98.155:903,20.00%,421 ms
188.114.97.63:4233,20.00%,422 ms
188.114.97.1:3854,20.00%,422 ms
162.159.195.217:4177,20.00%,422 ms
188.114.96.52:1180,20.00%,422 ms
188.114.98.153:4233,20.00%,422 ms
162.159.195.253:1010,20.00%,422 ms
188.114.98.78:1002,20.00%,422 ms
188.114.96.23:946,20.00%,422 ms
162.159.192.80:988,20.00%,422 ms
188.114.98.91:8742,20.00%,422 ms
188.114.99.2:7156,20.00%,422 ms
188.114.97.174:908,20.00%,422 ms
188.114.97.83:908,20.00%,422 ms
188.114.99.193:7103,20.00%,422 ms
188.114.98.223:943,20.00%,422 ms
188.114.96.98:7559,20.00%,422 ms
188.114.97.21:2371,20.00%,422 ms
188.114.98.30:968,20.00%,422 ms
188.114.97.30:1002,20.00%,422 ms
188.114.99.195:2371,20.00%,422 ms
162.159.192.187:942,20.00%,422 ms
162.159.195.125:946,20.00%,422 ms
188.114.98.98:1002,20.00%,422 ms
188.114.97.198:939,20.00%,422 ms
162.159.195.198:890,20.00%,422 ms
188.114.98.93:8742,20.00%,422 ms
188.114.96.118:943,20.00%,422 ms
188.114.96.182:908,20.00%,422 ms
162.159.195.128:8886,20.00%,422 ms
188.114.98.145:8742,20.00%,422 ms
188.114.97.10:987,20.00%,423 ms
188.114.99.173:8742,20.00%,423 ms
188.114.96.11:1002,20.00%,423 ms
188.114.98.108:1002,20.00%,423 ms
162.159.195.198:878,20.00%,423 ms
188.114.97.248:987,20.00%,423 ms
188.114.96.204:942,20.00%,423 ms
162.159.195.217:1070,20.00%,423 ms
162.159.195.82:968,20.00%,423 ms
162.159.192.243:2408,20.00%,423 ms
188.114.98.144:891,20.00%,423 ms
188.114.99.129:8742,20.00%,423 ms
188.114.97.252:943,20.00%,423 ms
188.114.99.180:7103,20.00%,423 ms
188.114.98.165:1070,20.00%,423 ms
162.159.192.170:864,20.00%,423 ms
188.114.96.45:4198,20.00%,423 ms
188.114.97.86:908,20.00%,423 ms
162.159.195.136:943,20.00%,423 ms
188.114.98.35:4177,20.00%,423 ms
188.114.98.53:1074,20.00%,423 ms
162.159.192.106:7559,20.00%,423 ms
188.114.97.96:891,20.00%,423 ms
188.114.96.16:1018,20.00%,423 ms
188.114.97.125:1070,20.00%,423 ms
188.114.97.187:2408,20.00%,424 ms
162.159.192.172:864,20.00%,424 ms
162.159.192.192:942,20.00%,424 ms
188.114.98.163:8886,20.00%,424 ms
188.114.99.113:500,20.00%,424 ms
188.114.98.21:968,20.00%,424 ms
188.114.98.29:955,20.00%,424 ms
162.159.192.92:4198,20.00%,424 ms
188.114.99.92:945,20.00%,424 ms
162.159.195.139:943,20.00%,424 ms
162.159.192.93:4198,20.00%,424 ms
162.159.195.167:934,20.00%,424 ms
188.114.99.195:3138,20.00%,424 ms
188.114.99.239:2408,20.00%,424 ms
188.114.98.16:4198,20.00%,424 ms
162.159.195.251:1010,20.00%,424 ms
188.114.98.130:987,20.00%,424 ms
162.159.195.229:878,20.00%,424 ms
188.114.96.251:3854,20.00%,424 ms
162.159.192.90:4198,20.00%,424 ms
188.114.96.16:1002,20.00%,424 ms
162.159.192.220:7152,20.00%,424 ms
188.114.97.120:1070,20.00%,424 ms
188.114.99.40:943,20.00%,424 ms
188.114.97.80:3476,20.00%,424 ms
188.114.98.124:5956,20.00%,424 ms
162.159.192.204:1018,20.00%,424 ms
188.114.98.89:8742,20.00%,424 ms
162.159.195.126:946,20.00%,424 ms
162.159.195.70:946,20.00%,424 ms
188.114.96.52:4198,20.00%,424 ms
188.114.98.53:7152,20.00%,424 ms
188.114.98.163:1070,20.00%,424 ms
162.159.195.233:1843,20.00%,425 ms
188.114.97.14:968,20.00%,425 ms
188.114.98.125:5956,20.00%,425 ms
188.114.98.16:8886,20.00%,425 ms
188.114.99.192:7103,20.00%,425 ms
188.114.99.193:987,20.00%,425 ms
162.159.195.205:878,20.00%,425 ms
188.114.96.78:7156,20.00%,425 ms
162.159.195.110:4198,20.00%,425 ms
188.114.96.98:939,20.00%,425 ms
188.114.98.146:4233,20.00%,425 ms
188.114.96.214:3476,20.00%,425 ms
188.114.96.217:1002,20.00%,425 ms
188.114.99.218:864,20.00%,425 ms
188.114.98.13:8886,20.00%,425 ms
162.159.195.66:7156,20.00%,425 ms
188.114.97.149:8854,20.00%,425 ms
188.114.96.94:939,20.00%,425 ms
188.114.96.203:942,20.00%,425 ms
188.114.98.209:859,20.00%,425 ms
188.114.96.220:890,20.00%,425 ms
188.114.98.137:8742,20.00%,425 ms
188.114.96.63:1070,20.00%,425 ms
188.114.96.174:908,20.00%,425 ms
188.114.97.215:1387,20.00%,425 ms
188.114.97.120:2408,20.00%,425 ms
188.114.98.29:968,20.00%,425 ms
188.114.99.38:942,20.00%,425 ms
188.114.99.128:8742,20.00%,425 ms
162.159.192.94:988,20.00%,425 ms
188.114.96.136:3854,20.00%,425 ms
188.114.99.134:942,20.00%,425 ms
188.114.99.204:2371,20.00%,425 ms
188.114.99.8:1387,20.00%,425 ms
162.159.195.67:1018,20.00%,425 ms
162.159.192.101:894,20.00%,425 ms
162.159.192.89:4198,20.00%,426 ms
188.114.97.174:1387,20.00%,426 ms
188.114.97.216:939,20.00%,426 ms
162.159.195.68:946,20.00%,426 ms
188.114.97.143:928,20.00%,426 ms
162.159.195.210:4177,20.00%,426 ms
188.114.98.135:8742,20.00%,426 ms
162.159.195.116:946,20.00%,426 ms
162.159.192.140:5279,20.00%,426 ms
188.114.99.160:4177,20.00%,426 ms
162.159.195.77:5279,20.00%,426 ms
188.114.99.160:1010,20.00%,426 ms
162.159.192.207:1070,20.00%,426 ms
162.159.195.114:946,20.00%,426 ms
188.114.99.30:3854,20.00%,426 ms
162.159.192.81:988,20.00%,426 ms
188.114.99.146:955,20.00%,426 ms
188.114.98.28:955,20.00%,426 ms
188.114.98.169:1070,20.00%,426 ms
188.114.97.209:939,20.00%,426 ms
162.159.192.168:946,20.00%,426 ms
188.114.99.120:500,20.00%,426 ms
188.114.97.108:934,20.00%,426 ms
162.159.192.203:903,20.00%,426 ms
162.159.195.107:903,20.00%,426 ms
188.114.98.127:5956,20.00%,426 ms
162.159.195.248:1010,20.00%,426 ms
188.114.98.106:1002,20.00%,426 ms
188.114.98.105:1002,20.00%,426 ms
162.159.195.63:1018,20.00%,426 ms
162.159.195.124:8886,20.00%,426 ms
188.114.99.175:8742,20.00%,427 ms
162.159.195.206:890,20.00%,427 ms
162.159.192.146:500,20.00%,427 ms
162.159.192.96:4198,20.00%,427 ms
188.114.96.77:934,20.00%,427 ms
188.114.98.76:1002,20.00%,427 ms
162.159.195.210:1070,20.00%,427 ms
162.159.195.189:3138,20.00%,427 ms
188.114.98.11:8886,20.00%,427 ms
162.159.195.185:894,20.00%,427 ms
188.114.98.100:1002,20.00%,427 ms
162.159.195.4:7156,20.00%,427 ms
188.114.99.144:955,20.00%,427 ms
162.159.192.225:934,20.00%,427 ms
162.159.195.175:7156,20.00%,427 ms
188.114.98.92:8742,20.00%,427 ms
162.159.192.72:988,20.00%,427 ms
188.114.98.10:4198,20.00%,427 ms
188.114.98.69:4233,20.00%,427 ms
188.114.99.166:8742,20.00%,427 ms
188.114.98.177:1018,20.00%,427 ms
188.114.97.216:1387,20.00%,427 ms
188.114.96.119:7281,20.00%,427 ms
162.159.195.239:4198,20.00%,427 ms
188.114.98.19:968,20.00%,427 ms
162.159.195.252:8319,20.00%,428 ms
162.159.192.254:2371,20.00%,428 ms
162.159.195.192:3138,20.00%,428 ms
188.114.96.12:1002,20.00%,428 ms
188.114.99.24:3854,20.00%,428 ms
188.114.98.169:8886,20.00%,428 ms
188.114.99.238:942,20.00%,428 ms
188.114.96.249:945,20.00%,428 ms
162.159.195.76:946,20.00%,428 ms
188.114.97.130:1070,20.00%,428 ms
188.114.97.100:1074,20.00%,428 ms
188.114.98.132:987,20.00%,428 ms
188.114.97.62:4233,20.00%,429 ms
162.159.195.78:987,20.00%,429 ms
188.114.96.141:500,20.00%,429 ms
188.114.99.147:955,20.00%,429 ms
188.114.98.215:894,20.00%,429 ms
162.159.195.36:4198,20.00%,429 ms
188.114.99.166:2506,20.00%,430 ms
162.159.192.207:864,20.00%,430 ms
162.159.192.105:7559,20.00%,430 ms
188.114.96.163:4198,20.00%,430 ms
188.114.96.205:942,20.00%,430 ms
188.114.96.174:7281,20.00%,431 ms
162.159.195.175:934,20.00%,431 ms
188.114.97.241:2408,20.00%,431 ms
162.159.192.135:880,20.00%,431 ms
188.114.96.179:7281,20.00%,431 ms
162.159.192.213:864,20.00%,431 ms
188.114.98.158:4233,20.00%,431 ms
162.159.195.48:903,20.00%,431 ms
188.114.96.140:500,20.00%,432 ms
188.114.98.28:968,20.00%,432 ms
188.114.96.211:1002,20.00%,432 ms
188.114.98.132:5956,20.00%,432 ms
188.114.96.30:946,20.00%,432 ms
188.114.98.191:500,20.00%,432 ms
162.159.195.148:1010,20.00%,432 ms
162.159.192.210:864,20.00%,432 ms
188.114.99.9:3476,20.00%,432 ms
162.159.192.134:5279,20.00%,432 ms
188.114.98.84:7156,20.00%,432 ms
188.114.96.188:928,20.00%,433 ms
188.114.97.46:1002,20.00%,433 ms
162.159.192.178:500,20.00%,433 ms
188.114.99.131:8742,20.00%,433 ms
188.114.96.148:500,20.00%,433 ms
188.114.99.217:864,20.00%,433 ms
188.114.99.131:942,20.00%,433 ms
162.159.192.148:3138,20.00%,434 ms
188.114.98.158:903,20.00%,434 ms
188.114.98.233:943,20.00%,434 ms
162.159.195.62:7156,20.00%,434 ms
188.114.96.212:1002,20.00%,434 ms
188.114.96.193:928,20.00%,434 ms
162.159.192.196:4233,20.00%,434 ms
188.114.96.50:4198,20.00%,434 ms
188.114.96.246:859,20.00%,434 ms
188.114.96.62:928,20.00%,434 ms
188.114.97.227:891,20.00%,434 ms
188.114.96.205:943,20.00%,435 ms
188.114.97.23:2371,20.00%,435 ms
188.114.98.195:968,20.00%,435 ms
188.114.96.67:928,20.00%,435 ms
188.114.96.70:1070,20.00%,435 ms
188.114.97.200:939,20.00%,435 ms
188.114.99.25:3854,20.00%,436 ms
188.114.98.190:968,20.00%,436 ms
188.114.96.209:943,20.00%,436 ms
188.114.98.211:859,20.00%,436 ms
188.114.97.189:8319,20.00%,437 ms
188.114.97.197:939,20.00%,437 ms
188.114.97.68:8319,20.00%,437 ms
188.114.97.196:903,20.00%,437 ms
188.114.99.225:854,20.00%,438 ms
188.114.98.79:1002,20.00%,438 ms
188.114.97.32:1002,20.00%,438 ms
162.159.195.166:7156,20.00%,438 ms
188.114.99.22:3854,20.00%,438 ms
162.159.192.205:864,20.00%,438 ms
188.114.97.145:8854,20.00%,439 ms
162.159.195.240:1018,20.00%,439 ms
162.159.192.75:4198,20.00%,439 ms
188.114.98.0:943,20.00%,439 ms
188.114.96.129:7281,20.00%,439 ms
188.114.99.6:7156,20.00%,439 ms
188.114.97.84:3476,20.00%,439 ms
162.159.192.251:2371,20.00%,439 ms
188.114.97.217:939,20.00%,439 ms
188.114.97.109:934,20.00%,439 ms
162.159.195.101:903,20.00%,439 ms
188.114.99.71:7103,20.00%,439 ms
188.114.97.84:908,20.00%,439 ms
188.114.98.1:943,20.00%,439 ms
188.114.99.246:1018,20.00%,440 ms
188.114.96.62:1070,20.00%,440 ms
188.114.97.93:891,20.00%,440 ms
162.159.195.84:968,20.00%,441 ms
188.114.97.89:3476,20.00%,441 ms
162.159.192.196:942,20.00%,441 ms
188.114.97.122:2408,20.00%,441 ms
188.114.99.169:2506,20.00%,441 ms
188.114.99.191:7103,20.00%,441 ms
188.114.98.225:943,20.00%,441 ms
188.114.96.69:928,20.00%,441 ms
188.114.98.107:1002,20.00%,441 ms
162.159.192.173:864,20.00%,441 ms
162.159.192.114:1010,20.00%,441 ms
188.114.98.235:908,20.00%,441 ms
162.159.195.137:2408,20.00%,441 ms
188.114.98.147:903,20.00%,442 ms
188.114.97.20:2371,20.00%,442 ms
162.159.195.86:968,20.00%,442 ms
188.114.99.145:955,20.00%,442 ms
188.114.98.176:1018,20.00%,442 ms
188.114.98.74:878,20.00%,442 ms
188.114.98.170:8886,20.00%,442 ms
188.114.99.174:8742,20.00%,442 ms
188.114.99.251:1018,20.00%,442 ms
188.114.98.12:4198,20.00%,442 ms
162.159.195.102:903,20.00%,442 ms
188.114.98.5:8886,20.00%,442 ms
188.114.97.110:880,20.00%,442 ms
162.159.195.43:854,20.00%,443 ms
188.114.97.101:1018,20.00%,443 ms
188.114.97.7:987,20.00%,443 ms
188.114.98.27:955,20.00%,443 ms
162.159.195.240:4198,20.00%,443 ms
188.114.99.174:2506,20.00%,443 ms
162.159.192.63:4198,20.00%,443 ms
188.114.97.121:2408,20.00%,443 ms
188.114.98.90:7156,20.00%,443 ms
188.114.97.115:880,20.00%,443 ms
188.114.97.6:968,20.00%,443 ms
188.114.97.218:1387,20.00%,443 ms
162.159.192.145:500,20.00%,444 ms
188.114.98.0:987,20.00%,444 ms
162.159.195.86:987,20.00%,444 ms
188.114.97.20:1002,20.00%,444 ms
188.114.98.147:4233,20.00%,444 ms
188.114.96.188:894,20.00%,444 ms
188.114.99.148:864,20.00%,444 ms
188.114.96.163:500,20.00%,444 ms
188.114.98.151:903,20.00%,444 ms
162.159.192.87:4198,20.00%,444 ms
162.159.195.100:4198,20.00%,444 ms
162.159.192.56:988,20.00%,444 ms
188.114.97.85:3476,20.00%,444 ms
162.159.192.51:4198,20.00%,444 ms
162.159.192.85:988,20.00%,444 ms
188.114.97.166:7152,20.00%,444 ms
162.159.195.208:4177,20.00%,444 ms
188.114.98.153:903,20.00%,444 ms
162.159.195.91:1074,20.00%,445 ms
188.114.99.176:2506,20.00%,445 ms
162.159.195.120:946,20.00%,445 ms
162.159.192.171:864,20.00%,445 ms
188.114.96.69:1070,20.00%,445 ms
162.159.192.68:988,20.00%,445 ms
188.114.96.137:3854,20.00%,445 ms
162.159.195.91:3476,20.00%,445 ms
188.114.98.249:4233,20.00%,445 ms
188.114.97.136:928,20.00%,446 ms
188.114.99.1:7152,20.00%,446 ms
188.114.96.28:864,20.00%,446 ms
162.159.192.217:7152,20.00%,447 ms
162.159.192.214:1070,20.00%,447 ms
162.159.192.214:864,20.00%,448 ms
188.114.96.186:928,30.00%,465 ms
188.114.96.60:942,30.00%,466 ms
188.114.98.203:7103,30.00%,468 ms
188.114.96.66:1070,30.00%,469 ms
188.114.96.56:4177,30.00%,469 ms
188.114.99.110:7103,30.00%,469 ms
162.159.195.184:3138,30.00%,469 ms
162.159.192.159:891,30.00%,470 ms
188.114.97.157:8854,30.00%,470 ms
188.114.97.199:903,30.00%,470 ms
162.159.195.168:7156,30.00%,470 ms
188.114.99.244:878,30.00%,470 ms
188.114.99.248:1018,30.00%,470 ms
188.114.98.219:500,30.00%,471 ms
188.114.96.169:908,30.00%,472 ms
188.114.96.200:943,30.00%,472 ms
188.114.97.168:3854,30.00%,472 ms
188.114.98.194:500,30.00%,472 ms
162.159.195.50:859,30.00%,472 ms
162.159.195.57:1018,30.00%,472 ms
188.114.98.188:968,30.00%,472 ms
188.114.96.169:7281,30.00%,473 ms
188.114.96.184:928,30.00%,473 ms
188.114.98.41:878,30.00%,473 ms
188.114.98.162:1070,30.00%,473 ms
162.159.195.195:878,30.00%,473 ms
188.114.98.6:4198,30.00%,473 ms
188.114.99.62:7103,30.00%,473 ms
188.114.97.164:3854,30.00%,474 ms
188.114.99.109:8742,30.00%,474 ms
188.114.97.13:968,30.00%,474 ms
162.159.192.152:8854,30.00%,474 ms
188.114.99.178:8742,30.00%,475 ms
188.114.97.169:7152,30.00%,475 ms
188.114.96.99:859,30.00%,475 ms
188.114.98.222:500,30.00%,475 ms
162.159.195.238:1018,30.00%,475 ms
188.114.98.26:968,30.00%,475 ms
162.159.195.203:878,30.00%,476 ms
188.114.99.91:945,30.00%,476 ms
162.159.195.93:1074,30.00%,476 ms
162.159.192.128:880,30.00%,476 ms
188.114.97.37:955,30.00%,476 ms
188.114.97.161:7152,30.00%,477 ms
162.159.195.146:2408,30.00%,477 ms
188.114.97.193:8319,30.00%,477 ms
188.114.96.56:942,30.00%,478 ms
162.159.192.234:7156,30.00%,478 ms
188.114.96.159:4198,30.00%,478 ms
188.114.97.208:903,30.00%,478 ms
162.159.195.93:3476,30.00%,478 ms
162.159.192.237:7156,30.00%,478 ms
188.114.97.137:928,30.00%,479 ms
